id,trigger,conditions,script,text,options,notes
ttMakeDealOptSelContactArroyoConfirm,DialogOptionSelected,$option == ttDealConfirmArroyo,HA_CMD makeTriTachDeal,"""賢い選択です、""と彼はあなたが条件を確認するために暗号化された署名をアップロードする際に言う。

""さて、いくつかの電話をかける必要があります。ここから出て行って、トラブルに巻き込まれないようにしてください。クレジットが入ってきたら私に感謝してください。""",cutCommLink:通信リンクを切断する,
# Talk to any TT VIP about troubles with TT,,,,,,
ttVIPCounterRaiding,PopulateOptions,"$isPerson
!$player.counterRaidedTriTach
!$player.hasTriTachDeal
!$player.brokeTriTachDeal
!HA_CMD isTTCRInProgress
HA_CMD isTTRaidingPlayerCommerce
$faction.id == tritachyon
!$faction.ttProblemsAsked
$id != arroyo
$id != sun","SetTooltip ttTriTachProblems ""Discuss possible solutions to Tri-Tachyon sending mercenaries to harass your colonies and fleets.""",,"ttTriTachProblems:""トライ・タキオンの私の業務への干渉について苦情を申し立てたいです。""",
ttVIPCounterRaidingSel0,DialogOptionSelected,$option == ttTriTachProblems,$faction.ttProblemsAsked = true 90,"$HeOrSheは自動的に微笑む。

""トライ・タキオンは、星間商業の分野で健康的でさえある競争に参加することが、私たちの顧客と投資家の両方の最善の利益であるという哲学を持っています。ご不便をおかけしたことをお詫び申し上げます。""

$HeOrSheは微笑みを消す。""私が提供するいかなる弔意も、一般的な感情的サポートのためのものであり、ペルセアンセクター商業基準協定の下で違法と見なされる活動に対する法的拘束力のある罪の認めとして受け取られるべきではないことを強調しなければなりません。あなたの暗示された告発の性質により、会社のプロトコルはこの問題についてのさらなる議論を許可しません。""

""トライ・タキオン、""微笑みが戻る、""あなたに安全で利益のある一日を願っています。""

通信が切れる。",cutCommLinkNoText:通信リンクを切断する,
,,,,,,
"# Talking to Arroyo, asking about how to approach dealing with Tri-Tachyon (this is pre-counter-raiding)",,,,,,
ttArroyoCounterRaiding,PopulateOptions,"$isPerson
$id == arroyo
!$player.counterRaidedTriTach
!$player.hasTriTachDeal
!$player.brokeTriTachDeal
!HA_CMD isTTCRInProgress
HA_CMD isTTRaidingPlayerCommerce
!$ttProblemsAsked","SetTooltip ttTriTachProblems ""Discuss possible solutions to Tri-Tachyon sending mercenaries to harass your colonies and fleets.""",,"ttTriTachProblems:""つまり、私はトライ・タキオンの、ああ、'注目'を引き寄せたということです。""",
ttArroyoProblemsSel0,DialogOptionSelected,"$option == ttTriTachProblems
$id == arroyo",$ttProblemsAsked = true 90,"""この手のことには料金を請求すべきです、""とアロヨは言う。""専門的なアドバイス；コンサルティング料、幹部料金。ふむ、""彼はしばらく考える。

""上級幹部料金。""

それから彼はため息をつき、目をそらす - おそらくエオチュ・ブレスの山々にある彼のプライベートシャレーからの素晴らしい景色を見ているのだろう。 ",ttArroyoProblems1:続ける,
ttArroyoProblemsSel1,DialogOptionSelected,$option == ttArroyoProblems1,,"""時々、私は考えます。ほとんどの問題は、部下や契約者にやらせることで解決します。彼らはクレジットを受け取り、消えます。解決されるかもしれませんし、最も顕著な結果を隠すかもしれません。どちらでも - それは私の問題ではなくなります。簡単です。""

""それからあなたが現れます。""","ttArroyoProblems2a:""私が現れるのですか？""
ttArroyoProblems2b:""これまでのところ、これはほとんどあなたのことのようです。""
ttArroyoProblems2c:""私の質問は、トライ・タキオンが私の艦隊や植民地に対する攻撃を支援していることについてです。""",
ttArroyoProblemsSel2a,DialogOptionSelected,$option == ttArroyoProblems2a,"$option = ttArroyoProblems2 0
FireBest DialogOptionSelected",,,
ttArroyoProblemsSel2b,DialogOptionSelected,$option == ttArroyoProblems2b,"$option = ttArroyoProblems2 0
FireBest DialogOptionSelected",,,
ttArroyoProblemsSel2c,DialogOptionSelected,$option == ttArroyoProblems2c,"$option = ttArroyoProblems2 0
FireBest DialogOptionSelected",,,
ttArroyoProblemsSel2,DialogOptionSelected,$option == ttArroyoProblems2,"$option = ttArroyoProblems2z 0
FireBest DialogOptionSelected","""黙れ、""と彼は言う。

""あなたは私の人生に問題を持ち込む。あなた自身の不器用で血迷った行動から生じた迷惑な問題。あなたは厄介です。あなたは私を苛立たせます。ほとんど...""

彼は言葉を失い、いつもの自信を失う。 ",,
ttArroyoProblemsSel2z,DialogOptionSelected,$option == ttArroyoProblems2z,,,"ttArroyoProblems3:""...""",
ttArroyoProblemsSel2zFun,DialogOptionSelected,"$option == ttArroyoProblems2z
RepGTE arroyo COOPERATIVE",,"""楽しい、""と彼はついに言う。","ttArroyoProblems3:""...""",
ttArroyoProblemsSel3,DialogOptionSelected,$option == ttArroyoProblems3,,"""これからあなたがすることです。""彼は今、大声で話し、通信を通して直接見つめる。

""これは交渉です、わかりますか？トライ・タキオンは積極的なオープニングビッドを行っています。彼らは'私たちと競争しようとするな、負けるぞ。諦めろ。'と言っています。真剣に受け止めてもらいたいなら、攻撃的に返答しなければなりません、わかりますか？あなたと競争することは利益がないと彼らに伝えてください。""

彼は強調するためにデスクに手を叩きつけ、宇宙船のリアクターブリーチがシールドと慣性補償装置に衝突する音を立てる。隠密な襲撃部隊によって設置された宇宙港の燃料ハブの中心にある爆弾。",ttArroyoProblems4:続ける,
ttArroyoProblemsSel4,DialogOptionSelected,$option == ttArroyoProblems4,,"""トライ・タキオンは戦争を望んでいるのではなく、取引を望んでいます。彼らは恨みを持たず、イデオロギーや信念、倫理を気にしません。会社は教会にもシンドリアにも、そして二度の大戦の後のヘゲモニーにも喜んで売ります。結局のところ、利益のためです。""

「だから、交渉とは何かを学ぶ必要があります。あなたは会社を壊すためにここにいるのではありません；できません。彼らのエスカレーションを解除する道を取り除きたくはありません。彼らにあなたへの攻撃を支援することが悪い投資であることを示してくださいが、PRの災害にしないでください - それは秘密の戦いでなければなりません。トランスポンダーをオフにして、聞こえますか？彼らの艦隊を焼き、施設を焼き、常に彼らがあなたではなかったと言えるようにしてください。彼らに逃げ道を与え、その逃げ道はあなたとの良い取引を結ぶことになります。""

「ウィンウィン。」

彼はあなたを非難するように見つめるために一時停止します。「私の言葉はあなたの脳に入っていますか、それとも宇宙を漂っているのが長すぎましたか？ウィンウィンを理解していますか？」","ttArroyoProblems5winwin:""わかりました。秘密裏に戦い、取引を結ぶ。ウィンウィン。""
ttArroyoProblems5winwinLie:""わかりました。秘密裏に戦い、取引を結ぶ。ウィンウィン。""（嘘）
ttArroyoProblems5honor:""彼らの侵害を無視するわけにはいきません；それは不名誉です。""
ttArroyoProblems5law:""あなたは海賊行為、強盗、力が正義を作ることを説明しています。インターファクショナル法はどうなりますか？""
ttArroyoProblems5killing:""なぜ私たちはただ話し合って取引を結ぶことができないのですか？なぜすべての殺しが必要なのですか？""",
ttArroyoProblems5winWin,DialogOptionSelected,$option == ttArroyoProblems5winwin,"$player.ethosMercenary++
$option = genericGoBack 0
FireBest DialogOptionSelected","""その通りです。""彼はにっこり笑う。

""今、私があなたに言ったことを誰にも言わないでください。これをうまく進めれば、私は清掃で大儲けできるかもしれません...""

彼はひげを撫でながらデータパッドを確認する。",,
